age;job;marital;education;default;housing;loan
46;management;married;tertiary;yes;no;yes
44;management;divorced;tertiary;no;no;no
37;management;single;tertiary;no;yes;no
43;technician;married;tertiary;no;no;no
58;management;married;tertiary;no;yes;no
50;management;divorced;tertiary;no;yes;no
34;technician;single;secondary;no;no;no
42;management;single;tertiary;yes;no;yes
33;technician;single;secondary;no;no;no
35;technician;single;tertiary;no;no;no
30;technician;single;secondary;no;no;yes
31;technician;single;secondary;no;no;no
51;blue-collar;married;primary;no;no;no
30;technician;married;secondary;no;no;no
37;technician;married;secondary;no;no;no
32;technician;single;secondary;no;no;no
38;technician;married;secondary;no;yes;no
56;technician;married;tertiary;no;no;no
46;services;married;secondary;no;no;no
55;blue-collar;married;unknown;no;no;no
32;housemaid;single;tertiary;no;yes;no
36;management;married;tertiary;no;no;no
53;blue-collar;married;primary;no;no;no
52;blue-collar;married;primary;no;no;no
50;services;divorced;secondary;yes;no;yes
36;technician;married;secondary;no;no;no
45;blue-collar;married;secondary;no;no;no
33;housemaid;married;primary;no;no;no
34;management;married;tertiary;no;no;no
47;management;single;tertiary;no;no;no
30;management;married;tertiary;no;no;no
45;blue-collar;married;secondary;no;no;yes
32;technician;single;tertiary;no;no;no
31;technician;single;tertiary;no;no;no
45;blue-collar;married;primary;no;no;yes
44;technician;divorced;secondary;no;no;no
39;technician;married;secondary;no;no;no
55;technician;married;tertiary;no;no;no
34;technician;single;tertiary;no;no;no
33;management;married;tertiary;no;no;no
57;technician;divorced;tertiary;no;no;no
38;management;married;tertiary;no;no;no
35;technician;married;secondary;no;no;no
53;technician;married;secondary;no;no;no
42;technician;single;secondary;no;no;no
33;technician;married;tertiary;no;no;no
36;housemaid;married;secondary;no;no;no
31;management;single;tertiary;no;no;no
56;management;married;tertiary;no;no;no
31;unemployed;single;secondary;no;no;yes
34;management;single;tertiary;no;no;no
41;housemaid;married;primary;no;no;no
34;technician;married;secondary;no;yes;no
41;technician;married;secondary;no;yes;no
34;management;married;tertiary;no;no;no
60;retired;married;secondary;no;no;no
36;admin.;single;secondary;no;no;no
35;technician;single;tertiary;no;no;no
36;management;married;tertiary;no;yes;no
51;management;married;tertiary;no;no;no
30;technician;single;tertiary;no;no;yes
57;blue-collar;married;secondary;no;no;no
40;technician;married;secondary;no;no;yes
34;management;single;tertiary;no;yes;no
57;technician;single;secondary;no;no;no
33;technician;divorced;secondary;no;no;no
57;technician;married;tertiary;no;no;no
34;management;divorced;tertiary;no;no;no
48;self-employed;married;secondary;no;no;no
30;technician;single;secondary;no;no;no
30;management;married;tertiary;no;no;no
55;technician;married;tertiary;no;no;no
52;technician;divorced;secondary;no;no;no
30;technician;married;tertiary;no;yes;no
32;management;single;tertiary;no;no;no
33;management;single;tertiary;no;no;no
39;technician;married;secondary;no;no;no
50;blue-collar;married;primary;no;no;no
47;management;married;tertiary;no;no;yes
32;management;single;tertiary;no;no;no
54;self-employed;married;secondary;no;no;no
31;technician;single;tertiary;no;no;no
55;blue-collar;married;primary;no;no;no
48;blue-collar;married;secondary;no;no;no
37;management;married;tertiary;no;no;no
52;admin.;married;tertiary;no;no;no
31;technician;single;secondary;no;no;no
35;management;single;tertiary;no;no;no
34;technician;married;tertiary;no;yes;no
37;management;married;secondary;no;no;no
45;blue-collar;married;secondary;no;no;no
31;technician;single;tertiary;no;no;no
33;management;divorced;tertiary;no;no;no
31;technician;single;tertiary;no;no;no
48;technician;divorced;secondary;no;no;no
57;self-employed;married;secondary;no;no;no
31;technician;married;secondary;no;no;no
43;technician;married;tertiary;no;no;no
50;management;married;tertiary;no;no;no
32;management;married;secondary;no;no;no
32;technician;single;tertiary;no;no;no
60;blue-collar;married;secondary;no;no;no
50;services;married;secondary;no;no;no
40;technician;married;tertiary;no;no;no
32;housemaid;married;secondary;no;no;no
30;services;single;tertiary;no;no;yes
60;services;married;secondary;no;no;no
52;services;married;secondary;no;no;no
53;admin.;married;secondary;no;no;yes
50;unknown;married;unknown;no;no;no
58;retired;married;tertiary;no;no;no
36;technician;single;secondary;no;no;no
39;management;married;tertiary;no;no;no
35;technician;married;secondary;no;no;yes
40;management;married;tertiary;no;yes;no
31;technician;single;tertiary;no;no;no
39;management;single;tertiary;no;yes;no
45;management;married;tertiary;no;no;no
57;admin.;married;unknown;no;no;no
30;technician;single;tertiary;no;yes;no
44;management;married;tertiary;no;no;no
47;management;single;tertiary;no;no;no
47;blue-collar;married;primary;no;no;no
34;management;single;tertiary;no;no;no
56;admin.;married;secondary;no;no;no
31;management;single;tertiary;no;no;no
37;management;married;tertiary;no;no;no
45;management;married;tertiary;no;no;no
34;technician;single;secondary;no;yes;no
37;technician;divorced;secondary;no;no;no
33;management;married;tertiary;no;yes;yes
46;management;married;tertiary;yes;no;no
34;management;single;tertiary;no;no;no
33;technician;single;tertiary;no;no;yes
36;management;married;tertiary;no;no;no
33;technician;divorced;secondary;no;yes;no
30;management;married;tertiary;no;no;no
48;management;married;tertiary;no;yes;no
37;management;married;tertiary;no;no;no
43;management;married;tertiary;no;no;no
30;management;single;tertiary;no;no;no
37;self-employed;married;secondary;no;yes;yes
37;management;married;secondary;no;yes;no
53;technician;single;tertiary;no;no;no
33;technician;married;secondary;no;no;no
55;blue-collar;married;secondary;no;no;no
42;technician;single;secondary;no;yes;no
34;technician;single;secondary;no;no;no
49;technician;divorced;secondary;no;no;no
34;management;single;tertiary;no;no;yes
49;services;married;secondary;no;no;no
52;management;married;tertiary;no;no;no
57;technician;married;tertiary;no;no;no
57;retired;married;primary;no;no;no
51;housemaid;married;tertiary;no;no;no
33;technician;single;tertiary;no;no;no
33;technician;divorced;secondary;no;no;no
32;management;single;tertiary;no;no;no
35;technician;married;secondary;no;yes;no
31;management;married;tertiary;no;no;no
35;management;single;tertiary;no;no;no
32;management;single;tertiary;no;no;yes
37;management;married;secondary;no;no;no
55;blue-collar;married;secondary;no;no;no
39;management;married;tertiary;no;no;no
36;self-employed;married;primary;no;no;no
32;technician;single;tertiary;no;no;no
33;management;single;tertiary;no;no;no
34;self-employed;single;tertiary;no;no;no
53;housemaid;married;primary;no;no;no
35;unknown;married;primary;no;no;no
59;blue-collar;married;primary;no;yes;yes
30;management;married;tertiary;no;no;no
47;technician;married;secondary;no;no;no
31;technician;single;secondary;no;no;no
31;housemaid;married;primary;no;no;no
32;technician;married;secondary;no;no;no
34;management;married;secondary;no;no;no
47;self-employed;married;secondary;no;no;no
34;technician;married;secondary;no;no;no
33;management;married;tertiary;no;no;yes
42;management;married;tertiary;no;no;no
40;technician;married;secondary;no;no;no
41;management;married;secondary;no;no;no
36;technician;single;secondary;no;no;no
30;technician;single;tertiary;no;no;no
54;management;married;tertiary;no;no;no
33;technician;single;tertiary;no;no;no
33;management;single;tertiary;no;no;no
59;housemaid;married;secondary;no;no;no
30;technician;single;secondary;no;no;no
47;blue-collar;married;primary;no;no;no
53;blue-collar;married;primary;no;no;no
35;management;single;secondary;no;no;no
31;technician;single;tertiary;no;no;no
60;management;married;tertiary;no;no;no
55;blue-collar;married;primary;no;no;yes
46;blue-collar;married;primary;no;no;no
35;management;single;tertiary;no;yes;no
49;blue-collar;married;primary;no;no;no
30;management;single;tertiary;no;no;no
37;technician;married;secondary;no;no;no
52;retired;married;secondary;no;no;no
33;technician;divorced;secondary;yes;no;no
55;management;married;tertiary;no;no;no
52;retired;married;primary;no;no;no
43;technician;single;tertiary;no;no;no
38;technician;married;tertiary;no;no;no
32;management;single;tertiary;no;no;no
44;management;married;tertiary;no;no;no
41;technician;married;secondary;no;no;no
47;blue-collar;married;secondary;no;no;no
50;services;married;primary;no;no;no
41;management;married;tertiary;no;no;no
52;management;married;tertiary;no;yes;no
31;technician;married;tertiary;no;no;no
33;technician;single;tertiary;no;no;no
47;admin.;married;secondary;no;no;yes
34;technician;married;secondary;no;yes;no
33;technician;single;secondary;no;no;no
53;management;married;tertiary;no;no;yes
37;unemployed;single;secondary;no;no;no
34;technician;single;secondary;no;no;no
32;technician;single;secondary;no;no;no
31;technician;divorced;tertiary;no;no;no
52;management;married;tertiary;no;no;no
45;technician;single;tertiary;no;no;no
58;services;divorced;secondary;no;no;no
37;management;married;tertiary;no;no;no
46;technician;divorced;tertiary;no;no;no
30;technician;married;secondary;no;yes;no
43;technician;married;tertiary;no;no;no
60;self-employed;single;secondary;no;no;no
30;technician;single;tertiary;no;no;no
33;management;married;tertiary;no;no;no
46;blue-collar;married;primary;no;no;no
42;management;married;secondary;no;no;no
47;management;married;secondary;yes;no;yes
49;technician;married;secondary;no;no;no
35;self-employed;married;secondary;no;yes;yes
32;management;single;tertiary;no;no;no
32;management;single;tertiary;no;no;no
31;self-employed;married;tertiary;no;no;no
47;technician;married;secondary;no;no;no
41;technician;married;secondary;no;no;no
32;technician;married;secondary;no;no;no
46;housemaid;single;tertiary;no;no;no
36;technician;married;tertiary;no;no;no
36;technician;married;secondary;no;no;yes
58;management;divorced;tertiary;no;no;no
34;technician;single;secondary;no;no;no
39;management;single;tertiary;no;no;no
46;blue-collar;married;primary;no;no;no
34;technician;married;tertiary;no;no;no
52;blue-collar;married;secondary;no;no;no
38;technician;married;secondary;no;no;no
33;management;single;tertiary;no;no;no
56;retired;married;secondary;no;no;no
53;blue-collar;married;primary;no;no;no
58;retired;married;tertiary;no;no;no
35;technician;divorced;secondary;no;no;no
33;technician;single;tertiary;no;no;no
31;management;single;tertiary;no;no;no
52;management;married;secondary;no;no;no
38;technician;single;secondary;no;no;no
38;management;married;tertiary;no;no;no
44;management;divorced;tertiary;no;no;no
44;technician;married;secondary;no;no;no
46;blue-collar;married;primary;no;no;no
50;admin.;married;secondary;no;no;no
34;admin.;married;secondary;no;no;no
30;management;single;tertiary;no;no;no
46;blue-collar;married;primary;no;no;yes
30;technician;single;tertiary;no;no;no
53;blue-collar;married;tertiary;no;no;no
50;self-employed;married;primary;no;no;no
59;retired;married;unknown;no;no;no
42;self-employed;married;secondary;no;no;no
56;management;married;tertiary;no;no;no
55;blue-collar;married;primary;no;no;no
49;management;single;tertiary;no;no;no
34;management;single;tertiary;no;yes;no
31;technician;single;secondary;no;no;no
53;technician;married;secondary;no;no;no
34;technician;married;secondary;yes;no;no
32;management;single;tertiary;no;no;no
31;management;single;tertiary;no;no;no
57;technician;married;secondary;no;no;no
48;management;married;tertiary;no;no;no
37;management;married;tertiary;no;no;no
38;technician;married;tertiary;no;no;no
59;management;divorced;secondary;no;no;no
49;admin.;married;secondary;no;no;no
41;management;married;tertiary;no;no;no
33;management;married;tertiary;no;no;no
35;management;married;tertiary;no;no;no
32;technician;single;secondary;no;no;no
30;management;married;secondary;no;no;no
35;management;single;secondary;no;no;no
53;blue-collar;married;secondary;no;no;no
43;technician;married;secondary;no;no;no
36;management;single;tertiary;no;no;no
32;technician;single;tertiary;no;yes;no
46;technician;divorced;secondary;no;no;yes
52;blue-collar;married;primary;no;no;no
43;technician;married;secondary;no;no;no
46;services;married;primary;no;no;no
35;management;married;tertiary;no;no;no
30;technician;single;tertiary;no;no;no
33;management;married;tertiary;no;no;no
55;blue-collar;married;unknown;no;no;no
55;self-employed;married;secondary;no;no;no
49;technician;married;secondary;no;yes;yes
40;self-employed;married;secondary;no;no;no
48;technician;married;secondary;no;no;no
35;technician;married;secondary;no;no;no
51;management;married;tertiary;no;no;no
58;management;single;tertiary;no;no;no
58;blue-collar;married;secondary;no;no;no
37;management;single;tertiary;no;no;no
60;blue-collar;married;primary;no;no;no
36;management;single;tertiary;no;no;no
45;housemaid;married;secondary;no;no;no
33;self-employed;married;tertiary;no;no;yes
52;blue-collar;married;primary;no;no;no
35;technician;divorced;secondary;no;no;no
36;technician;single;tertiary;no;no;no
31;technician;single;secondary;no;no;no
57;housemaid;married;secondary;no;no;no
30;management;single;tertiary;no;no;no
55;blue-collar;married;tertiary;no;no;no
32;technician;single;secondary;no;no;no
35;technician;single;tertiary;no;no;no
54;housemaid;married;primary;no;no;no
35;technician;married;secondary;no;no;no
32;management;single;tertiary;no;no;no
31;technician;single;secondary;no;no;no
57;blue-collar;married;primary;no;no;no
32;self-employed;married;tertiary;no;no;no
55;blue-collar;married;primary;no;no;no
55;housemaid;married;secondary;no;no;no
34;technician;single;secondary;no;no;no
46;management;single;tertiary;no;no;no
33;management;single;secondary;no;no;no
32;technician;single;secondary;no;no;no
49;housemaid;married;secondary;no;no;no
36;technician;married;tertiary;no;no;no
44;management;divorced;tertiary;yes;no;no
46;admin.;married;secondary;no;no;no
36;management;divorced;tertiary;no;yes;no
53;services;married;primary;no;no;no
32;management;married;tertiary;no;no;no
52;services;married;secondary;no;no;no
50;housemaid;married;secondary;no;no;no
33;technician;single;secondary;no;no;no
46;services;married;secondary;no;no;no
50;entrepreneur;married;secondary;no;yes;yes
57;retired;married;primary;no;no;no
52;management;married;tertiary;no;no;no
49;management;single;tertiary;no;no;no
36;technician;married;secondary;no;no;no
36;management;single;secondary;no;yes;no
39;technician;married;secondary;no;yes;yes
48;management;divorced;tertiary;no;no;no
52;housemaid;married;primary;no;no;no
50;blue-collar;married;primary;no;no;no
50;management;single;tertiary;no;no;no
33;management;single;tertiary;no;no;no
47;blue-collar;married;primary;no;no;no
49;management;married;tertiary;no;no;no
35;management;single;tertiary;no;yes;no
46;entrepreneur;married;tertiary;no;no;no
52;technician;married;secondary;no;no;no
58;retired;married;primary;no;no;no
43;management;married;tertiary;no;no;no
31;management;divorced;tertiary;no;no;yes
30;technician;married;tertiary;no;no;no
47;management;married;tertiary;no;no;no
47;housemaid;divorced;secondary;no;no;no
31;management;single;secondary;no;no;no
30;management;married;tertiary;no;no;no
30;technician;married;secondary;no;yes;no
44;management;married;tertiary;no;no;no
46;management;married;tertiary;no;no;no
30;management;married;tertiary;no;no;no
54;blue-collar;married;primary;no;yes;no
49;admin.;married;secondary;no;no;no
50;admin.;married;primary;no;no;no
38;self-employed;married;tertiary;no;yes;no
54;unknown;married;primary;no;no;no
34;unemployed;married;tertiary;no;no;no
36;technician;married;tertiary;no;no;no
47;management;married;tertiary;no;no;no
36;management;divorced;tertiary;no;no;no
47;blue-collar;married;primary;no;no;no
49;management;married;tertiary;no;no;no
50;technician;married;secondary;no;no;no
59;housemaid;married;primary;no;no;no
34;management;married;secondary;no;yes;no
31;management;single;tertiary;no;yes;no
36;technician;single;secondary;no;yes;no
30;unemployed;single;tertiary;no;no;no
41;technician;married;secondary;no;no;no
35;self-employed;married;secondary;no;yes;no
31;management;single;tertiary;no;no;no
33;management;single;tertiary;no;no;no
32;management;single;tertiary;no;no;no
50;management;married;tertiary;yes;no;no
39;management;single;tertiary;no;yes;no
41;technician;married;secondary;no;no;no
32;technician;single;tertiary;no;yes;no
35;technician;married;tertiary;no;no;no
30;technician;single;secondary;no;no;no
32;management;married;tertiary;no;no;no
46;housemaid;married;primary;no;no;no
31;unknown;divorced;tertiary;no;no;no
57;retired;married;primary;no;no;no
39;management;married;tertiary;no;no;no
40;technician;married;tertiary;no;no;no
60;retired;married;secondary;no;no;no
49;technician;married;tertiary;no;yes;no
32;management;married;tertiary;no;yes;yes
34;management;single;secondary;no;no;no
59;admin.;married;secondary;no;yes;no
34;management;single;tertiary;no;no;no
33;entrepreneur;married;secondary;no;yes;no
40;management;married;tertiary;no;no;no
32;management;single;tertiary;no;no;no
34;management;divorced;tertiary;no;no;no
43;technician;single;secondary;no;yes;no
55;management;divorced;tertiary;no;no;no
31;technician;single;secondary;no;no;yes
57;technician;married;secondary;no;no;no
36;technician;divorced;secondary;no;no;no
36;services;married;secondary;no;yes;yes
47;housemaid;married;secondary;no;no;no
32;technician;married;tertiary;no;no;no
32;management;married;tertiary;no;no;no
36;technician;single;secondary;no;no;no
35;technician;married;secondary;no;yes;yes
41;management;married;tertiary;no;no;no
51;blue-collar;married;secondary;no;no;no
45;technician;divorced;secondary;no;yes;no
34;management;married;secondary;no;no;no
31;technician;single;secondary;no;no;no
31;management;single;tertiary;no;no;no
59;retired;married;primary;no;no;no
32;technician;married;tertiary;no;no;no
47;services;married;secondary;no;no;no
35;technician;single;secondary;no;no;no
59;retired;married;primary;no;no;no
56;admin.;married;secondary;no;no;no
41;technician;married;secondary;no;no;no
36;management;single;tertiary;no;no;no
45;technician;married;tertiary;no;no;no
31;technician;single;tertiary;no;no;no
37;management;married;secondary;no;no;no
31;management;single;tertiary;no;no;no
45;management;married;tertiary;no;no;no
31;housemaid;single;tertiary;no;no;no
36;technician;married;secondary;no;no;no
30;technician;single;secondary;no;no;no
42;technician;divorced;secondary;no;no;no
47;services;married;tertiary;no;no;no
37;technician;married;secondary;no;no;no
31;management;single;tertiary;no;no;no
43;management;married;secondary;no;no;no
30;technician;single;tertiary;no;no;no
31;technician;married;secondary;no;no;no
30;self-employed;married;tertiary;no;yes;yes
34;technician;single;tertiary;no;no;no
48;blue-collar;married;primary;no;no;no
30;services;married;secondary;no;no;no
37;technician;married;tertiary;no;no;no
53;unemployed;divorced;secondary;no;no;no
31;technician;divorced;tertiary;no;no;no
34;technician;married;tertiary;no;no;no
35;management;married;tertiary;no;no;no
47;blue-collar;married;secondary;no;no;no
54;management;divorced;secondary;no;no;no
59;admin.;married;secondary;no;no;no
45;services;married;secondary;no;no;no
49;technician;married;secondary;no;no;no
38;housemaid;married;secondary;no;no;no
32;management;married;tertiary;no;no;no
46;housemaid;married;primary;no;no;no
55;blue-collar;married;secondary;no;no;yes
58;blue-collar;married;primary;no;yes;no
51;technician;married;secondary;no;no;no
37;management;married;tertiary;no;no;yes
50;services;single;secondary;no;no;no
47;blue-collar;married;secondary;no;no;yes
53;services;married;secondary;no;no;no
51;management;married;tertiary;no;no;yes
33;management;single;tertiary;no;no;no
60;blue-collar;married;primary;no;no;no
49;blue-collar;married;primary;no;no;no
49;blue-collar;married;primary;no;no;no
47;blue-collar;married;primary;no;no;no
32;self-employed;married;tertiary;no;no;no
37;housemaid;married;primary;no;yes;no
30;technician;married;secondary;no;no;no
38;management;married;tertiary;no;yes;yes
53;housemaid;married;unknown;no;no;no
44;self-employed;married;secondary;no;no;no
31;technician;single;secondary;no;no;no
40;self-employed;married;secondary;no;no;no
41;management;divorced;tertiary;no;yes;no
44;technician;married;secondary;no;no;no
30;management;divorced;tertiary;no;no;no
33;technician;married;tertiary;no;no;no
33;technician;single;secondary;no;no;no
31;management;single;tertiary;no;no;no
33;management;single;secondary;no;no;no
32;management;married;tertiary;no;yes;no
57;housemaid;married;unknown;no;no;no
44;housemaid;married;primary;no;no;no
41;housemaid;married;primary;no;no;no
40;management;married;secondary;no;no;no
59;blue-collar;married;primary;no;no;no
35;technician;single;secondary;no;no;no
33;technician;single;tertiary;no;no;no
33;technician;single;secondary;no;no;no
33;unknown;married;tertiary;no;no;no
45;technician;single;secondary;no;no;no
35;technician;single;secondary;no;no;no
52;self-employed;married;tertiary;no;yes;no
58;services;married;secondary;no;no;no
60;retired;married;unknown;no;no;no
51;unemployed;married;secondary;no;no;no
39;technician;married;secondary;no;no;no
34;management;single;tertiary;no;no;no
38;technician;married;secondary;no;no;no
33;management;married;tertiary;no;no;no
32;technician;divorced;tertiary;no;no;no
50;services;married;secondary;no;no;no
31;technician;married;tertiary;no;no;no
31;technician;single;secondary;no;no;yes
60;retired;married;secondary;no;no;no
46;technician;married;secondary;no;no;no
57;retired;married;primary;no;yes;no
50;blue-collar;married;primary;no;no;no
39;technician;divorced;secondary;no;no;no
50;management;married;tertiary;no;no;no
36;management;married;tertiary;no;yes;no
36;management;single;tertiary;no;no;no
58;technician;married;tertiary;no;no;no
31;management;single;tertiary;no;no;no
30;management;single;tertiary;no;no;no
52;services;married;secondary;no;no;yes
53;unknown;married;unknown;no;no;no
51;technician;married;tertiary;no;no;no
33;technician;single;secondary;no;no;no
48;management;divorced;tertiary;no;no;no
60;retired;married;primary;no;no;no
50;management;divorced;tertiary;no;no;no
59;blue-collar;married;primary;no;yes;no
33;technician;single;tertiary;no;no;no
37;self-employed;married;secondary;no;no;no
45;blue-collar;married;primary;no;no;no
47;management;married;secondary;no;no;no
41;technician;married;secondary;no;no;no
52;management;married;tertiary;no;no;no
35;technician;single;tertiary;no;yes;no
34;technician;married;secondary;no;no;no
36;management;married;tertiary;no;no;no
32;technician;married;secondary;yes;yes;yes
36;management;married;tertiary;no;no;no
58;blue-collar;married;unknown;no;no;no
43;technician;married;secondary;no;no;no
55;blue-collar;married;secondary;no;no;no
33;technician;single;secondary;no;no;no
51;blue-collar;married;primary;no;no;no
43;management;married;tertiary;no;no;no
33;technician;single;secondary;no;no;yes
32;technician;married;secondary;no;yes;no
37;management;married;tertiary;no;no;no
48;management;single;tertiary;no;no;no
40;technician;divorced;secondary;no;no;no
30;technician;married;secondary;no;no;no
37;management;married;tertiary;no;no;no
46;admin.;married;secondary;no;no;no
53;technician;divorced;secondary;no;no;no
38;management;divorced;tertiary;no;no;no
49;admin.;married;secondary;no;no;no
33;management;single;tertiary;no;yes;no
56;blue-collar;married;unknown;no;no;no
34;technician;single;secondary;no;no;no
32;technician;married;secondary;no;yes;no
46;blue-collar;married;primary;no;no;no
38;technician;divorced;secondary;no;yes;no
44;management;divorced;tertiary;no;no;no
42;technician;divorced;tertiary;no;no;no
46;blue-collar;married;secondary;no;yes;no
45;blue-collar;married;secondary;no;no;yes
49;blue-collar;married;secondary;no;no;no
42;management;single;tertiary;no;no;no
54;housemaid;married;primary;no;no;no
47;technician;married;tertiary;no;no;no
54;blue-collar;married;primary;no;no;no
43;technician;married;secondary;no;no;no
52;management;single;tertiary;no;no;no
33;management;single;tertiary;no;no;yes
49;housemaid;married;primary;no;no;yes
60;retired;married;tertiary;no;no;no
32;management;married;tertiary;no;no;no
30;technician;single;secondary;no;no;no
34;technician;married;secondary;no;yes;no
37;technician;married;secondary;no;no;no
36;management;married;tertiary;no;no;no
39;management;single;tertiary;no;no;no
33;housemaid;married;primary;no;no;no
49;management;divorced;tertiary;no;no;no
47;technician;married;secondary;no;yes;yes
46;management;married;secondary;no;no;no
33;management;single;tertiary;no;no;no
43;housemaid;married;primary;no;yes;no
54;self-employed;married;secondary;no;no;yes
39;technician;single;tertiary;no;no;yes
58;blue-collar;married;primary;no;no;no
59;technician;married;secondary;no;no;no
51;housemaid;married;secondary;no;no;no
40;technician;married;secondary;no;no;no
56;management;single;tertiary;no;no;no
41;management;divorced;tertiary;yes;yes;yes
30;management;single;tertiary;no;no;no
45;self-employed;married;secondary;no;no;no
35;technician;single;tertiary;no;no;no
33;management;married;tertiary;no;yes;no
49;housemaid;married;secondary;no;no;no
45;technician;single;secondary;no;yes;no
37;technician;married;tertiary;no;yes;no
59;blue-collar;married;primary;no;no;no
54;housemaid;married;primary;no;no;no
38;management;married;tertiary;no;yes;no
35;management;divorced;tertiary;no;no;no
33;technician;married;tertiary;no;no;no
37;unemployed;divorced;tertiary;no;no;no
30;management;married;tertiary;no;no;no
52;technician;married;secondary;no;no;no
45;admin.;married;secondary;no;no;no
33;technician;married;secondary;no;no;no
34;technician;married;tertiary;no;no;no
36;technician;single;secondary;no;no;no
49;technician;married;secondary;no;yes;no
54;blue-collar;married;secondary;no;yes;no
33;unemployed;single;secondary;no;yes;yes
54;blue-collar;married;secondary;no;yes;no
58;blue-collar;married;primary;no;yes;no
33;technician;married;secondary;no;no;no
36;technician;married;secondary;no;no;no
30;management;married;tertiary;no;no;no
36;management;divorced;tertiary;no;no;no
44;management;married;tertiary;no;no;yes
39;technician;married;secondary;no;no;yes
55;management;single;tertiary;no;yes;no
55;management;divorced;tertiary;no;yes;yes
34;technician;married;secondary;no;yes;no
47;services;married;secondary;no;no;no
35;technician;divorced;secondary;no;no;no
41;management;married;tertiary;no;no;no
54;blue-collar;married;secondary;no;no;no
39;technician;divorced;secondary;no;yes;no
33;technician;married;tertiary;no;no;no
33;technician;single;tertiary;no;no;no
45;admin.;married;secondary;no;no;no
50;management;married;tertiary;no;no;no
30;management;married;tertiary;no;yes;no
52;services;married;secondary;no;no;no
52;unknown;married;secondary;no;no;no
34;management;married;tertiary;no;no;no
55;management;married;tertiary;no;no;no
42;self-employed;married;tertiary;no;no;no
46;management;married;tertiary;no;no;no
30;technician;single;tertiary;no;no;yes
53;services;married;secondary;no;no;no
33;technician;single;secondary;no;no;no
31;management;married;tertiary;no;no;no
31;management;single;tertiary;no;no;no
31;management;single;tertiary;no;no;no
59;retired;married;unknown;no;no;no
30;technician;married;tertiary;no;no;no
39;entrepreneur;married;tertiary;no;no;no
46;technician;married;secondary;no;no;no
44;technician;divorced;secondary;no;no;no
55;self-employed;married;secondary;no;no;no
51;blue-collar;married;primary;no;no;no
34;management;married;tertiary;no;no;no
35;technician;divorced;tertiary;no;yes;yes
37;technician;married;tertiary;no;yes;no
48;management;married;tertiary;no;no;no
41;technician;married;secondary;no;no;no
43;technician;married;secondary;no;no;no
50;retired;divorced;tertiary;no;no;yes
33;technician;married;secondary;no;no;no
60;management;married;tertiary;yes;no;no
46;blue-collar;married;secondary;no;no;no
34;housemaid;single;tertiary;no;no;no
47;blue-collar;married;primary;no;no;no
30;management;single;tertiary;no;no;no
48;blue-collar;married;primary;no;no;yes
33;technician;single;tertiary;no;no;no
35;management;single;tertiary;no;no;no
50;management;married;tertiary;no;no;no
34;management;married;secondary;no;no;no
48;unknown;married;unknown;no;no;no
32;management;single;tertiary;no;no;no
54;blue-collar;married;secondary;no;no;no
52;technician;married;secondary;no;no;no
31;management;single;tertiary;no;no;no
32;management;married;secondary;no;no;no
49;blue-collar;married;primary;no;no;no
38;management;divorced;tertiary;no;no;no
33;entrepreneur;married;tertiary;no;yes;yes
55;management;single;tertiary;no;no;no
47;technician;divorced;secondary;no;yes;no
35;technician;single;secondary;no;no;no
31;technician;single;secondary;no;no;no
56;management;married;tertiary;no;no;no
39;self-employed;married;secondary;no;yes;no
30;management;married;tertiary;no;yes;no
52;technician;married;secondary;no;no;no
51;unemployed;married;secondary;no;no;no
59;retired;married;primary;no;no;yes
34;technician;single;tertiary;no;no;no
33;technician;single;secondary;no;no;yes
55;services;married;primary;no;no;no
34;management;single;tertiary;no;no;no
51;services;married;secondary;no;no;no
32;technician;single;secondary;no;yes;yes
53;technician;single;secondary;no;no;no
35;management;married;tertiary;no;no;no
57;retired;married;secondary;no;yes;yes
42;technician;married;secondary;no;no;no
32;management;single;tertiary;no;no;no
33;management;married;tertiary;no;no;no
44;management;married;tertiary;no;no;no
41;management;divorced;tertiary;no;no;no
36;management;single;tertiary;no;yes;no
40;management;married;tertiary;no;no;no
40;technician;single;secondary;no;no;no
45;blue-collar;married;secondary;no;yes;no
31;management;married;tertiary;no;no;no
48;services;married;primary;no;no;no
33;technician;single;secondary;no;yes;no
39;management;divorced;tertiary;no;yes;no
55;technician;divorced;secondary;no;yes;yes
31;technician;married;secondary;no;yes;no
30;management;single;tertiary;no;no;no
31;technician;single;tertiary;no;no;no
32;technician;single;secondary;no;yes;no
54;management;divorced;tertiary;no;no;no
45;blue-collar;married;primary;no;no;no
56;services;married;secondary;no;no;yes
30;technician;single;secondary;no;no;yes
57;technician;married;secondary;no;no;no
58;management;married;tertiary;no;no;no
55;blue-collar;married;primary;no;no;no
31;technician;single;tertiary;no;no;no
47;blue-collar;married;primary;no;no;no
31;entrepreneur;single;tertiary;no;no;no
59;management;divorced;tertiary;no;yes;no
40;housemaid;married;primary;no;no;no
52;technician;married;secondary;no;no;no
47;blue-collar;married;primary;no;no;no
47;blue-collar;married;unknown;yes;no;no
41;technician;married;tertiary;no;no;no
45;services;married;secondary;no;no;no
32;management;married;tertiary;no;no;no
32;management;single;tertiary;no;no;no
38;technician;married;secondary;no;no;no
32;technician;married;secondary;no;no;yes
30;management;single;tertiary;no;no;no
45;technician;married;tertiary;no;no;no
46;blue-collar;married;primary;no;no;no
31;management;married;tertiary;no;no;no
30;management;single;tertiary;no;no;no
